,Region Name,Region Type,Type,Current,Month Over Month,Quarter Over Quarter,Year Over Year,5 Year Annualized,10 Year Annualized,Current.1,Month Over Month.1,Quarter Over Quarter.1,Year Over Year.1,Current.2,Month Over Month.2,Quarter Over Quarter.2,Year Over Year.2,Current.3,Month Over Month.3,Quarter Over Quarter.3,Year Over Year.3,Current.4,Month Over Month.4,Quarter Over Quarter.4,Year Over Year.4,Current.5,Month Over Month.5,Quarter Over Quarter.5,Year Over Year.5,Current.6,Month Over Month.6,Quarter Over Quarter.6,Year Over Year.6,Current.7,Month Over Month.7,Quarter Over Quarter.7,Year Over Year.7,Current.8,Month Over Month.8,Quarter Over Quarter.8,Year Over Year.8,Current.9,Month Over Month.9,Quarter Over Quarter.9,Year Over Year.9,Current.10,Month Over Month.10,Quarter Over Quarter.10,Year Over Year.10,Current.11,Month Over Month.11,Quarter Over Quarter.11,Year Over Year.11,Current.12,Month Over Month.12,Quarter Over Quarter.12,Year Over Year.12,Current.13,Month Over Month.13,Quarter Over Quarter.13,Year Over Year.13,Current.14,Month Over Month.14,Quarter Over Quarter.14,Year Over Year.14,Current.15,Month Over Month.15,Quarter Over Quarter.15,Year Over Year.15,rent,state
25,Missouri,state,All Homes,157100,0.0064061499039077515,0.01946787800129786,0.08270158511371468,---,---,---,---,---,---,---,---,---,---,0.16920000000000002,0.01931842815122298,0.02059135485215899,0.02577605825174098,110,0.009174311926605505,0.018518518518518517,0.0784313725490196,0.0323,0.0008535838148017971,-0.00010439503079650248,-0.0010975058641245017,179900,0.0,-0.0005555555555555556,0.05885815185403178,---,---,---,---,---,---,---,---,---,---,---,---,115,-0.001886647927848757,-0.0017426561275064067,0.06729192291923143,1000,0.0,0.001001001001001001,0.05263157894736842,0.8812000000000001,0.001331107199300022,0.014754029621871341,0.04902067095899756,---,---,---,---,1094,0.0018315018315018313,0.0018315018315018313,-0.014414414414414413,0.8420000000000001,0.0023809523809523833,0.0023809523809523833,-0.011737089201877946,157100,MO
26,Montana,state,All Homes,229900,0.00700832238282961,0.01680672268907563,0.09268060836501901,---,---,---,---,---,---,---,---,---,---,0.1292,0.0005381915394329972,-0.003948825095446988,0.02866109543448401,180,0.011235955056179777,0.022727272727272728,0.09090909090909091,0.031400000000000004,0.000303415330559198,-0.002006264132266802,-0.0005343425608461017,319900,0.0,-0.01538935056940597,0.06668889629876626,---,---,---,---,---,---,---,---,---,---,---,---,200,0.0010531018066484378,0.0028479932235937967,0.10385369787753396,1250,-0.03474903474903475,-0.07407407407407407,0.04166666666666666,1.059,-0.006854650257051504,-0.01605783864409218,0.08714219372883064,---,---,---,---,1204,0.005008347245409015,0.004170141784820684,-0.04671417260490895,0.9660000000000001,0.004158004158004162,0.0020746887966804997,-0.03206412825651305,229900,MT
27,Nebraska,state,All Homes,161500,0.0037290242386575512,0.01700251889168766,0.07666666666666666,0.056,0.0317,0.222,-0.0016000000000000014,0.03849999999999998,0.10869999999999999,---,---,---,---,0.2015,0.018397759225880998,0.03425606273707601,0.019678502128640005,122,0.008264462809917356,0.025210084033613446,0.07964601769911504,0.0297,0.0008768126042494994,-0.0002541827541827013,-0.0004109113282168009,199900,-0.024878048780487806,-0.048095238095238094,0.025128205128205128,---,---,---,---,0.7235,---,-0.017799999999999868,-0.10139999999999987,---,---,---,---,135,-0.008648249534600057,-0.016298817001248543,0.04269191325137177,1200,0.0,-0.07692307692307693,0.0,1.0069000000000001,-0.007323855402816028,-0.02320380240620373,0.009493670886070983,---,---,---,---,1249,0.0016038492381716118,0.0008012820512820513,-0.031031807602792862,0.916,0.0021881838074398266,0,-0.023454157782515896,161500,NE
28,Nevada,state,All Homes,287400,0.010193321616871705,0.03381294964028777,0.13686708860759494,0.1085,0.031200000000000002,0.0516,0.009900000000000003,0.0212,0.009500000000000001,---,---,---,---,0.24760000000000001,0.030515994290921,0.095419038610082,0.11105374686704499,167,0.006024096385542169,0.030864197530864196,0.15172413793103448,0.02,-0.001182286123152001,-0.0014367965477274992,-0.002670337044797799,319000,-0.0030938466827088347,0.01270162762421468,0.06688963210702341,---,---,---,---,0.9286000000000001,-0.009600000000000079,-0.026700000000000015,-0.00460000000000008,---,---,---,---,175,-0.0010383104042729103,0.019500398935637212,0.12499866796173946,1500,0.0,0.03103448275862069,0.10740740740740741,0.9409000000000001,-0.00698924731182807,0.003258919994482363,0.07951329937747537,---,---,---,---,1382,0.00436046511627907,0.0065549890750182084,0.02522255192878338,0.864,0.00232018561484919,0.004651162790697679,0.023696682464455,287400,NV
29,New Hampshire,state,All Homes,271100,0.004818383988139363,0.01687921980495124,0.07494052339413164,0.055600000000000004,0.0175,0.19990000000000002,0.006499999999999986,0.047599999999999996,0.07929999999999998,---,---,---,---,0.1555,-0.0011896989663479829,0.013114898985795004,0.027044901117729,161,0.00625,0.0189873417721519,0.06622516556291391,0.0351,0.001138019813741402,0.0004918010745730017,0.0017494290497573005,289900,-0.0003448275862068965,-0.025873655913978496,0.03572704537334762,---,---,---,---,0.7075,-0.008800000000000096,-0.06670000000000002,-0.11070000000000008,---,---,---,---,164,-0.00674473112823305,-0.005910898223755975,0.04743221772454653,1700,-0.014492753623188406,-0.02857142857142857,0.030303030303030304,1.2977,-0.011074155197655623,-0.010983187134502057,0.021509176587307985,---,---,---,---,1745,0.0028735632183908046,0.0028735632183908046,0.006343713956170703,1.1300000000000001,0.0035523978685612825,0.0035523978685612825,-0.0035273368606701973,271100,NH
30,New Jersey,state,All Homes,323400,0.004972032318210068,0.014111006585136407,0.06979821369500497,0.042100000000000005,-0.0021000000000000003,0.4198,0.015400000000000063,0.16430000000000003,0.16990000000000002,---,---,---,---,0.1961,0.021914123977836972,0.029429605935434006,0.032645212268996,189,0.005319148936170213,0.010695187165775399,0.06179775280898876,0.035,0.0003620729990069016,0.0006902539214092007,-0.000964699353743299,329900,0.0,-0.013344817891985333,0.08519379870460952,---,---,---,---,0.44010000000000005,-0.003200000000000074,-0.2017000000000001,-0.20600000000000002,---,---,---,---,187,-3.819372025541133e-05,-0.005536933659244774,0.05010601018709026,1950,0.0,-0.025,0.05405405405405405,1.4197,-0.0048169518085418445,-0.04168817759421455,-0.0007267650665522061,---,---,---,---,2030,-0.0019665683382497543,-0.0029469548133595285,-0.029636711281070746,1.238,0.0016181229773462797,0,-0.020569620253164576,323400,NJ
31,New Mexico,state,All Homes,191200,0.004201680672268907,0.019189765458422176,0.0875995449374289,---,---,---,---,---,---,---,---,---,---,0.1605,0.009713785859832989,-0.0009281655081520057,0.018151600249507,129,0.0078125,0.023809523809523808,0.075,0.0287,-0.0007552408015678003,0.0007668583812619989,-0.0012691026944237028,224900,-0.0004000177785679364,-0.009251101321585903,0.022272727272727274,---,---,---,---,---,---,---,---,---,---,---,---,132,-0.001139937454471591,-0.01031726692333705,0.020957746478872587,1200,0.0,-0.020408163265306124,0.0,0.8613000000000001,-0.0015189267838097735,-0.016282560407262742,0.001101575035528396,---,---,---,---,1197,0.0025125628140703514,0.0025125628140703514,0.0025125628140703514,0.686,0,0,0.002923976608187137,191200,NM
32,New York,state,All Homes,286200,0.007037297677691766,0.017780938833570414,0.04567044208987943,0.038700000000000005,0.0031000000000000003,0.38470000000000004,0.0038999999999999348,0.08010000000000002,0.16399999999999998,---,---,---,---,0.1615,0.014445307093105004,0.024675512804408016,0.03965975830650802,149,0.006756756756756756,0.02054794520547945,0.04929577464788732,0.0385,0,4.449843588000046e-05,-0.0012722520732957987,379000,0.010666666666666666,0.010666666666666666,0.10818713450292398,---,---,---,---,0.5064000000000001,0.0025999999999999092,-0.10920000000000009,-0.2139000000000001,---,---,---,---,181,0.0032598957537947957,0.0027298737853194296,0.00945253899792066,3120,-0.025039123630672927,-0.05606060606060606,-0.054628224582701064,---,---,---,---,---,---,---,---,2158,0.003254300325430033,0.0013921113689095127,-0.01054562127464466,1.1840000000000002,0.0016920473773265668,0.0016920473773265668,-0.016611295681063138,286200,NY
33,North Carolina,state,All Homes,179200,0.007874015748031496,0.02517162471395881,0.08606060606060606,0.0538,0.0177,0.2665,0.0035000000000000144,0.03080000000000002,0.0707,---,---,---,---,0.14730000000000001,0.027272235335946995,0.017164708000271,0.01850021350752,111,0.01834862385321101,0.027777777777777776,0.08823529411764706,0.0274,0.00011708124069619962,-0.00021313224126830123,-0.000926107660126001,259900,-0.0003846153846153846,0.0,0.029306930693069305,---,---,---,---,0.6543,-0.0009000000000000341,-0.03540000000000006,-0.08060000000000002,---,---,---,---,129,0.001744617721435246,0.008089422101809872,0.04866664032869938,1300,0.0,-0.018867924528301886,0.04,0.8239000000000001,0.0012768981196848064,-0.0039271065337251445,0.058476538610866324,---,---,---,---,1204,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.756,0.0026525198938992067,0.0026525198938992067,-0.005263157894736846,179200,NC
34,North Dakota,state,All Homes,205400,0.007356547327121138,0.013820335636722606,0.008345606283750613,---,---,---,---,---,---,---,---,---,---,0.1726,-0.01732858797152101,-0.005832786712194995,-0.005812911979998994,181,0,0,0,0.0296,0.0008519270085239006,0.0017047647286329015,-0.0007225851360492009,220000,-0.021809693196976433,-0.0435,-0.022244444444444445,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1300,0.05263157894736842,0.0196078431372549,0.1111111111111111,0.9417000000000001,0.012529845847141861,0.015238210577487067,0.042235683416145677,---,---,---,---,---,---,---,---,1.046,0.0038387715930902145,0.001915708812260538,-0.029684601113172566,205400,ND
35,Ohio,state,All Homes,136700,0.0066273932253313695,0.023203592814371253,0.06964006259780908,0.053200000000000004,0.0178,0.25680000000000003,0.006199999999999975,0.03499999999999996,0.05409999999999997,---,---,---,---,0.193,0.01864779816120599,0.03280343743403897,0.033955300598757995,94,0.010752688172043012,0.021739130434782608,0.08045977011494253,0.035,8.858586414000059e-06,-5.3842841924498506e-05,-0.0013297599073152978,164900,-0.018452380952380953,-0.02942907592701589,0.05705128205128205,---,---,---,---,0.6599,-0.0004999999999998295,-0.041699999999999876,-0.06839999999999989,---,---,---,---,104,-0.009609086797902143,-0.01980828695114228,0.0584306449852716,1090,-0.0045662100456621,-0.00909090909090909,0.06341463414634146,0.8633000000000001,-0.0013220658899372822,-0.011425924101590818,0.029359840558046697,---,---,---,---,1103,0.0036396724294813472,0.0036396724294813472,-0.030755711775043933,0.786,0.002551020408163267,0.002551020408163267,-0.017500000000000016,136700,OH
36,Oklahoma,state,All Homes,121500,0.004962779156327543,0.013344453711426188,0.051948051948051945,0.0524,0.025400000000000002,0.38180000000000003,0.016599999999999965,0.005300000000000011,-0.09700000000000003,---,---,---,---,0.1776,0.008558588248338026,-0.004783247400538002,-0.0020869390292369873,80,0.012658227848101267,0.02564102564102564,0.03896103896103896,0.026000000000000002,-0.0008244236657100012,-0.00031041303132859797,-0.0012331511520110982,183000,-0.004893964110929853,0.0013679890560875513,0.017231795441912175,---,---,---,---,0.5403,-0.018299999999999983,0.02180000000000007,0.10840000000000004,---,---,---,---,101,-0.00345960576286229,0.0012963498025673247,0.02052229509719233,1000,0.005025125628140703,0.0,0.005025125628140703,0.7833,-0.007832898172323322,-0.016187989556136203,0.021568774309069106,---,---,---,---,940,0.0010649627263045794,0.0010649627263045794,-0.02691511387163561,0.676,0,0,-0.014577259475218672,121500,OK
37,Oregon,state,All Homes,339000,0.002365464222353637,0.008628384409401963,0.0600375234521576,0.09240000000000001,0.0339,0.1975,-0.01120000000000001,0.04959999999999999,0.0771,---,---,---,---,0.2005,0.012898969387054997,0.026801749213991,0.04726068768321099,207,0.0048543689320388345,0.00975609756097561,0.07253886010362694,0.0284,-0.00022066189562090167,-0.0009831545248769036,-0.0005229303072248026,375000,0.0,0.0,0.05633802816901409,329300,0.012919101814826205,0.016358024691358025,0.08715747771541763,0.7063,0.01680000000000007,-0.07189999999999984,-0.10999999999999986,---,---,---,---,212,-0.0028719529279936456,-0.004291767195577179,0.056702926238135935,1750,-0.025069637883008356,-0.027777777777777776,0.0,1.2105000000000001,-0.00867709815078448,-0.021674641148327713,0.02509569377990079,1.1400000000000001,-0.00030000000000000024,-0.003500000000000001,-0.014800000000000002,1680,0.002386634844868735,0.0017889087656529517,-0.018118059614260665,1.108,0.001808318264014468,0.001808318264014468,-0.01773049645390053,339000,OR
38,Pennsylvania,state,All Homes,171000,0.002932551319648094,0.009445100354191263,0.0575139146567718,0.0385,0.0111,0.33480000000000004,0.00279999999999994,0.07429999999999996,0.08929999999999996,---,---,---,---,0.1927,0.020678905654870013,0.02673339328312899,0.022612255841421992,119,0.00847457627118644,0.00847457627118644,0.05309734513274336,0.0352,-0.0004262917085147011,0.0006658575474166995,0.0006828768837167986,200000,-0.023914104441190825,-0.05660377358490567,0.02564102564102564,---,---,---,---,0.5585,0.005399999999999992,-0.09570000000000001,-0.1054,---,---,---,---,127,-0.0022083655554311346,-0.011324284409788353,0.0595778568754959,1300,0.0,-0.037037037037037035,0.0,1.0367,-0.004784688995222466,-0.01928119635332239,0.009728867623598425,---,---,---,---,1237,0.0016194331983805667,0.0016194331983805667,-0.00642570281124498,0.902,0.002222222222222224,0.002222222222222224,-0.010964912280701764,171000,PA
39,Puerto Rico,state,All Homes,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.07200000000000001,0.0012462191279495017,-0.0238769833699566,0.0512926607762755,---,---,---,---,---,---,---,---,128000,-0.014626635873749037,0.007874015748031496,0.06666666666666667,---,---,---,---,---,---,---,---,---,---,---,---,95,0.0013326936403867484,0.017308914708634764,0.0819197896120984,1450,0.03571428571428571,-0.03333333333333333,-0.03333333333333333,0.9231,0.019999999999999803,0.020487050637803844,0.02646153846153882,---,---,---,---,---,---,---,---,---,---,---,---,---,
40,Rhode Island,state,All Homes,277900,0.00579080709373869,0.010545454545454545,0.06925740669488265,0.055,0.0129,0.1971,0.02129999999999999,0.07980000000000001,0.09960000000000001,---,---,---,---,0.20520000000000002,0.020829369922882996,0.04055578213169,0.050841466963990986,196,0.005128205128205127,0.015544041450777202,0.07103825136612021,0.0358,-0.00036648791892859747,-0.0013879191591342987,-5.549187635319974e-05,299900,-0.0003333333333333333,-0.032268473701193935,0.03449465332873405,---,---,---,---,0.6943,-0.0322999999999999,-0.12039999999999992,-0.14909999999999995,---,---,---,---,203,-0.008673139400444138,-0.00748122733190884,0.047587230462129274,1900,-0.039190897597977246,-0.0379746835443038,0.027027027027027025,1.4756,-0.009740563651080282,-0.024939193804458065,0.03224256014084155,---,---,---,---,---,---,---,---,---,---,---,---,277900,RI
41,South Carolina,state,All Homes,163200,0.007407407407407408,0.021916092673763307,0.07722772277227723,0.0558,0.0165,0.25020000000000003,0.0029999999999999714,-0.010100000000000015,-0.046100000000000065,---,---,---,---,0.16970000000000002,0.040219218185220014,0.022622910893836022,0.02516023243054601,105,0.009615384615384616,0.019417475728155338,0.07142857142857142,0.0251,-0.00024681781319429774,0.00037827985831690114,-0.00018288736951699747,245000,-0.010101010101010102,-0.007695423248278655,0.021258857857440597,---,---,---,---,0.6789000000000001,0.0006000000000000227,0.01289999999999992,0.0582,---,---,---,---,128,0.008306086716928509,0.011004372795101396,0.05055408304278898,1350,0.0,-0.03225806451612903,0.038461538461538464,0.9426,0.004423562875965683,-0.01255944422580264,0.04924338858532663,---,---,---,---,1212,0.003311258278145696,0.0024813895781637717,-0.003289473684210526,0.8,0.002506265664160403,0.002506265664160403,-0.00990099009900991,163200,SC
42,South Dakota,state,All Homes,184400,0.0038105606967882414,0.008201202843083653,0.05311250713877784,---,---,---,---,---,---,---,---,---,---,0.157,0.006258345374348,0.031200884946141018,0.018451570425135008,161,0.00625,0.0189873417721519,0.05921052631578947,0.0286,-0.0008494817572531988,-0.0013202955104170977,-0.002189636599468101,223000,0.013409090909090909,-0.01740855002203614,0.02789303826648225,---,---,---,---,---,---,---,---,---,---,---,---,168,0.008981632346969548,0.010973015079994956,0.16818508658760037,1100,-0.04782608695652174,-0.04782608695652174,-0.004545454545454545,0.9219,-0.037299459491611335,-0.013928059975144916,0.01410790489737869,---,---,---,---,1200,0.001669449081803005,0.001669449081803005,-0.031476997578692496,0.9840000000000001,0.0020366598778004093,-0.0020283975659229226,-0.048355899419729245,184400,SD
43,Tennessee,state,All Homes,163200,0.006785934608266502,0.02448210922787194,0.09456740442655935,---,---,---,---,---,---,---,---,---,---,0.17370000000000002,0.015884285849607025,0.020596731540684008,0.03738149195200501,103,0,0.019801980198019802,0.08421052631578947,0.0264,-0.000606861523267499,-0.000606861523267499,-0.0026946672294920005,243000,0.0,0.0004116920543433512,0.061135371179039305,---,---,---,---,---,---,---,---,---,---,---,---,129,0.0014390522415758068,0.01105419827923806,0.07149532232785696,1300,-0.0038461538461538464,-0.022641509433962263,0.01568627450980392,0.8555,-0.003854166666667231,-0.020302309782608382,0.03229748603351912,---,---,---,---,1148,0.0026200873362445414,0.0017452006980802793,0.0034965034965034965,0.744,0.002695417789757415,0,-0.010638297872340436,163200,TN
44,Texas,state,All Homes,190400,0.006342494714587738,0.017094017094017096,0.07267605633802816,---,---,---,---,---,---,---,---,---,---,0.2018,0.015434860354428004,0.007410412879549994,0.03191459817059901,107,0.009433962264150943,0.01904761904761905,0.08080808080808081,0.0252,0.000505938915187798,-0.00026010948086169883,-0.001162415240555399,275000,-3.6363636363636364e-05,-0.017541979278313684,0.018858836606150425,---,---,---,---,---,---,---,---,---,---,---,---,125,-0.001609704887439989,-0.0030923771936275522,0.04168849023714499,1520,-0.016181229773462782,-0.03492063492063492,0.016722408026755852,0.9235000000000001,-0.0038453722535472835,-0.014414253533471453,0.02907057486064005,---,---,---,---,1448,0.0020761245674740486,0.0020761245674740486,0.003465003465003465,0.8560000000000001,0,0,-0.002331002331002333,190400,TX
45,Utah,state,All Homes,325400,0.010872941907424665,0.033343918704350585,0.13935574229691877,---,---,---,---,---,---,---,---,---,---,0.2257,0.028533493620563028,0.05993898059551601,0.07723859527826402,225,0.013513513513513513,0.03211009174311927,0.13636363636363635,0.0227,-0.0008045415038058978,-0.002267560809274798,-0.001901707150738199,350000,-0.013947590870667794,-0.002991452991452992,0.06045775896290594,---,---,---,---,---,---,---,---,---,---,---,---,192,0.0040705627056994145,0.02393829883559505,0.12023245350349906,1500,0.0,0.0033444816053511705,0.05263157894736842,1.0458,-0.003460207612452465,-0.01074099094165921,0.053568240307744944,---,---,---,---,1520,0.002638522427440633,0.0033003300330033004,-0.011060507482108002,1.06,0.0018903591682419675,0.0018903591682419675,0.003787878787878791,325400,UT
46,Vermont,state,All Homes,201400,0.004488778054862843,0.02598064187468161,0.044605809128630707,0.022000000000000002,0.0076,0.6124,-0.009799999999999897,0.14300000000000013,0.4191000000000001,---,---,---,---,0.10490000000000001,-0.023929934730933997,-0.010694427647988008,0.016175229347797603,---,---,---,---,0.0424,-0.0013444240336639,-0.0043198645321328045,-0.003992652419054501,269900,0.0,0.003345724907063197,0.08393574297188755,---,---,---,---,0.2737,0.008200000000000002,-0.15110000000000004,-0.45549999999999996,---,---,---,---,152,-0.000770197396970102,0.009013593607651235,0.022293805440086616,2000,-0.09204545454545453,0.10972222222222222,-0.048809523809523817,1.4483000000000001,-0.006698089804017073,0.11585530816971298,-0.042609358806388276,---,---,---,---,---,---,---,---,---,---,---,---,201400,VT
47,Virginia,state,All Homes,254000,0.003555906756222837,0.009940357852882704,0.03588907014681892,0.0322,0.0071,0.26180000000000003,0.0029999999999999714,0.026899999999999976,0.055899999999999964,---,---,---,---,0.18780000000000002,0.024006811987762014,0.019929252066387022,0.02413811498485501,150,0.006711409395973155,0.013513513513513513,0.034482758620689655,0.026000000000000002,0.0008590274581990975,0.0009200645760645986,0.0003752345215758979,300000,-0.01639344262295082,-0.03225806451612903,0.0003334444814938312,---,---,---,---,0.6175,0.005400000000000063,-0.024699999999999916,-0.04669999999999994,---,---,---,---,158,-0.0022327544408854197,-0.003523902956245452,0.05118358072516352,1680,-0.014705882352941175,-0.04285714285714286,0.046875,1.083,-0.015411645352027294,-0.03422543556822938,0.030348650616772742,---,---,---,---,1543,0.0012978585334198572,0.001948051948051948,0.0012978585334198572,0.9500000000000001,0.002109704641350213,0.002109704641350213,0,254000,VA
48,Washington,state,All Homes,377100,0.0058682315284075744,0.010991957104557642,0.08113532110091742,0.0931,0.0296,0.1297,0.006899999999999995,0.021500000000000005,0.08030000000000001,---,---,---,---,0.199,0.01360838365901298,0.054440118057622,0.074800487864358,236,0.00425531914893617,0.012875536480686695,0.08755760368663594,0.029900000000000003,-0.00046146955431989765,-8.877510430279844e-05,0,395000,0.0,0.0,0.09874826147426981,341000,-0.010733971569480708,-0.02067777139574957,0.043132456408687674,0.8162,-0.013899999999999864,-0.03010000000000005,-0.11189999999999997,---,---,---,---,228,0.0013505311077412006,0.007105419217554438,0.1049600631976446,2000,-0.0025,-0.05,0.023076923076923078,1.3208,-0.0117111255692945,-0.03507214206437559,0.01698113207546907,0.85,0.0023,0.0023,-0.0005000000000000004,1840,0.002178649237472767,0.002178649237472767,-0.0016277807921866521,1.1320000000000001,0.0017699115044247805,0.0017699115044247805,-0.00527240773286468,377100,WA
49,Washington D.C.,state,All Homes,576100,0.0062882096069868994,0.014082027812004929,0.05166119021540708,0.064,0.0443,0.28290000000000004,-0.04910000000000004,-0.023000000000000007,0.0593,---,---,---,---,0.22160000000000002,0.038213118571077016,0.06667333201064901,0.03724368589646201,511,0.003929273084479371,0.009881422924901186,0.0471311475409836,0.0313,-4.4997799998900414e-05,-0.0020838716321070995,-0.0023084480345431004,590000,0.0016969439728353143,0.008546153846153846,0.04443175783324483,513300,-0.009455808568120417,-0.03169213355970572,-0.0013618677042801556,0.5798,0.06570000000000001,0.006000000000000014,-0.0779,---,---,---,---,543,-0.0049375145317937155,-0.006197984588026468,0.0568916374279361,2600,-0.034354688950789226,-0.037037037037037035,0.009708737864077669,2.9551000000000003,-0.009053217919335292,-0.04062346027234753,0.000322727375546589,0.6,-0.003300000000000001,-0.003300000000000001,-0.0013,2605,0.002694380292532718,0.002308580223162755,-0.03411197626992955,2.236,0.0017921146953405035,0.0008952551477171995,-0.032034632034631964,576100,
50,West Virginia,state,All Homes,96800,0.004149377593360996,0.017875920084121977,0.05446623093681917,0.0322,0.016900000000000002,0.5095000000000001,-0.003300000000000054,0.06479999999999997,0.06009999999999991,---,---,---,---,0.1496,0.006209973273921001,0.010917553479134003,0.014091152578316012,70,0,0.014492753623188406,0.06060606060606061,0.0425,-0.001008508960212504,-0.00015907466952480576,-0.0023453491793287017,159000,0.0,0.0,0.06,---,---,---,---,0.3884,0.0024000000000000197,-0.07839999999999997,-0.08519999999999996,---,---,---,---,93,-0.006669796818821963,-0.01510326033424194,0.021700002903010662,980,-0.015151515151515152,-0.025,0.0,0.7619,-0.010411432369558445,-0.0003721280602647352,0.01913280602636525,---,---,---,---,890,0,0.0011248593925759281,0.031286210892236384,0.682,0.0029411764705882374,0,0.0029411764705882374,96800,WV
51,Wisconsin,state,All Homes,183400,0.007692307692307693,0.02400893355667225,0.06689936009307737,0.0512,0.0164,0.2634,0.004600000000000044,0.02060000000000006,0.09430000000000004,---,---,---,---,0.1433,0.0055957850725770085,0.018500434299721,0.01322875146347,132,0.007633587786259542,0.023255813953488372,0.07317073170731707,0.0345,0.0003605637561520991,-0.0013674156367832024,0.0011028774129091979,199900,-0.0196174595389897,-0.0476417341591234,0.025654181631605953,---,---,---,---,0.6488,0.0012000000000001877,-0.025299999999999868,-0.10959999999999993,---,---,---,---,134,-0.006227255813268404,-0.012349180560935065,0.04773617936703456,1200,0.0,0.0,0.0,1.0042,0.04360934223622313,0.04287326334169423,-0.002741307170678063,---,---,---,---,1129,0.001774622892635315,-0.0026501766784452294,-0.05680868838763575,0.892,0.002247191011235957,0,-0.0387931034482759,183400,WI
52,Wyoming,state,All Homes,222300,0.004518752824220515,0.0058823529411764705,0.05455407969639469,---,---,---,---,---,---,---,---,---,---,0.11520000000000001,0.0012232853245739861,0.0044406374520609936,0.002689920490555995,171,0,0.0058823529411764705,0.049079754601226995,0.0286,-0.0018998329916093005,-0.0012756064301437985,-0.002488364660923699,249000,-0.0036014405762304926,-0.004,0.04184100418410042,---,---,---,---,---,---,---,---,---,---,---,---,170,-0.0005663283100868167,0.003254665628503175,0.10809961500167403,1050,-0.018691588785046728,-0.045454545454545456,0.05,0.9730000000000001,0.009207828518173448,0.008365097707791126,0.06443203715598551,---,---,---,---,1142,0.0017543859649122805,0.0017543859649122805,-0.028085106382978724,0.884,0,-0.002257336343115126,-0.03703703703703707,222300,WY
